date,compound_score_weighted,total_volume_of_tweets,count_negatives,count_positives,count_neutrals,sent_negatives,sent_positives,count_news,count_bots,open,high,low,close,volume_btc,volume_currency,bitcoin_change
2017-12-11,0.08440658273004345,97390,16348,31428,42061,-0.41243356372156437,0.4555508337572032,66504,7553,15060.45,17399.18,15024.56,16732.47,27192492024.38,4.01282e+17,11.108329570506537
2017-12-12,0.08168296338889394,87675,17240,29848,32687,-0.3975348543229693,0.4496871054298051,55246,7900,16733.29,17560.65,16254.53,17083.9,30583841269.069996,4.8385e+17,2.1002876443226848
2017-12-13,0.07704025163735172,77117,15348,25642,29232,-0.4034064734375325,0.4511675564401725,50472,6895,17083.9,17267.96,15669.86,16286.82,37484345883.119995,5.6197e+17,-4.6656793823424465
2017-12-14,0.08944249077378928,70699,13250,23717,26775,-0.39046168937174414,0.45894430528968466,46085,6956,16286.82,16941.08,16023.64,16467.91,112212098889.12,3.146e+17,1.1118806495067801
2017-12-15,0.0771207428381724,73487,15307,24056,26650,-0.39199143528549135,0.4604454084669333,49737,7474,16467.91,17987.03,16442.2,17604.85,9330049964373248.0,3.6144e+17,6.903972635264566
2017-12-16,0.08586574467420627,53458,10078,17852,19322,-0.41766068381882643,0.46442683738303686,32877,6206,17594.08,19587.7,17318.54,19345.49,40369745532.41,3.5248e+17,9.887275381500004
2017-12-17,0.09610998291329241,50216,8450,16463,19344,-0.4120481905546593,0.46775228054035356,30772,5959,19346.6,19870.62,18873.37,19065.71,3800354906.0899997,5.3478e+17,-1.4462285524946772
2017-12-18,0.09965797329714625,71529,11130,23371,29896,-0.38959525717137283,0.46130003447696244,48979,7132,19065.71,19221.1,18114.42,18972.32,43553257345.32999,6.07188e+17,-0.48983226955617853
2017-12-19,0.08806052145654523,74188,12936,24184,28840,-0.40815694113431955,0.4569730283230699,49576,8228,18971.19,19021.97,16812.8,17523.7,48754201224.19,3.1694e+17,-7.635439419111623
2017-12-20,0.07100474077266662,93718,16014,24796,28008,-0.414830255434608,0.46635601056644166,53801,24900,17521.73,17813.6,15642.69,16461.97,1.0800018886460948e+16,3.1066e+17,-6.058823193731911
2017-12-21,0.08058270616135481,70678,13546,21770,24938,-0.39627224092305147,0.469932022479913,45147,10424,16461.09,17301.83,14952.98,15632.12,1.5800034166550046e+16,5.4475e+17,-5.0410127099004605
2017-12-22,0.04997060534913721,107414,24294,33612,41413,-0.4207752001908221,0.45484682866581766,61414,8095,15632.12,15823.72,11736.48,13664.97,5.93000473086293e+16,1.77599e+17,-12.58402571116395
2017-12-23,0.07944980133988364,57743,11835,18633,20660,-0.38925459821970304,0.46523064277319354,34416,6615,13664.97,15493.23,13356.07,14396.46,3949112410.58,2.39302e+17,5.3530304128000195
2017-12-24,0.09834130261186565,45673,8626,15313,16111,-0.3988966994387951,0.48180808391292285,28383,5623,14396.63,14413.72,12166.45,13789.95,3499933124.18,7.15293e+17,-4.212910673873981
2017-12-25,0.1104694608061451,41301,7256,14596,14133,-0.4143272070194463,0.48019142022523,26626,5316,13789.95,14467.43,13010.71,13833.49,224396010.14,5.3974e+17,0.3157371854140001
2017-12-26,0.0632587436023316,52851,11275,17212,18330,-0.44258374937067146,0.46595941719050754,35353,6034,13830.19,16094.67,13748.49,15756.56,160582256.19,2.72032e+17,13.901553404093981
2017-12-27,0.09544147271385454,55398,9466,18722,21209,-0.41274527794193144,0.45924948070572097,37117,6001,15757.02,16514.59,14534.66,15416.64,369763.10000000003,3.0379e+17,-2.1573236797879702
2017-12-28,0.06972056852417313,57303,11298,18062,21162,-0.40436979192908823,0.44722659807066506,38531,6781,15416.34,15505.51,13466.07,14398.7,200239085.63,3.35784e+17,-6.602865475226761
2017-12-29,0.1048839275798834,53295,8455,18195,20151,-0.41803855572265286,0.4640972542895237,35254,6494,14398.45,15109.81,13951.08,14392.57,9500000430860802.0,4.5481e+17,-0.042573287866276566
2017-12-30,0.12234642911024174,45862,7013,15513,16965,-0.39542423755156336,0.49188485404830734,28380,6371,14392.14,14461.46,11962.09,12531.52,321315067.08,5.3723e+17,-12.930630179321689
2017-12-31,0.13510914102211255,43801,6656,15564,16394,-0.38167586682252025,0.500478641909285,29466,5187,13001.17,14241.82,12532.38,13850.4,9390000336990780.0,3.0745e+17,10.524501417226318
2018-01-01,0.11171257074661263,40361,6425,13258,14968,-0.39798606773022605,0.4872527571706253,26870,5710,13850.49,13921.53,12877.67,13444.88,8480000363919825.0,5.5507e+17,-2.9278576792006072
2018-01-02,0.07290642896541952,44014,8805,13642,16278,-0.3910278543543653,0.46289766896247,30381,5289,13162.34,15243.07,13101.72,14754.13,92020756.98,3.1187e+17,9.737907664478973
2018-01-03,0.11908670998486816,46443,7181,15941,17906,-0.3972265330148406,0.485406099669456,31033,5415,14891.64,15435.01,14579.71,15156.62,9320000000220162.0,3.2085e+17,2.727981927772105
2018-01-04,0.09178941263240412,54082,10157,18234,19254,-0.4113738243081948,0.467997816133589,35650,6437,15156.49,15408.66,14244.67,15180.08,2328482386.4599996,3.4738e+17,0.15478385022518193
2018-01-05,0.10587958684118774,37567,6543,12599,13840,-0.38108497160337823,0.4726043224143777,23704,4585,14983.22,17126.95,14876.8,16954.78,112688953.13000004,2.1101e+17,11.69097923067599
2018-01-06,0.12257780428373365,26523,3984,8913,9209,-0.4028220559783855,0.4842178658824411,16022,4417,16535.7,17252.85,16286.57,17172.3,8853032.59,3.0317e+17,1.2829420375846778
2018-01-07,0.11292753168266968,21149,3426,6985,7397,-0.3985357864991892,0.48427134750180795,12835,3341,16525.68,16635.17,15791.13,16228.16,108325.23999999999,2.459e+17,-5.498040448862406
2018-01-08,0.09757847248950118,52472,9473,16953,18880,-0.38802855500113376,0.47971736653350466,33597,7166,16228.26,16302.92,13902.31,14976.17,97399542.21999997,2.9035e+17,-7.714922702265692
2018-01-09,0.07809975750156924,56306,11171,18318,19101,-0.4362693276816066,0.47873365094945464,36004,7716,14976.17,15390.28,14221.55,14468.5,7070000089521361.0,4.0935e+17,-3.3898520115623665
2018-01-10,0.08130995557309544,56892,10814,18520,19961,-0.4130338118790913,0.4623297703833766,36193,7597,14468.09,14919.49,13450.54,14919.49,118290932.89999998,4.0289e+17,3.1170473787883957
2018-01-11,0.041994311253987136,63934,14668,19618,20715,-0.4364545112094183,0.44633804389179593,41329,8933,14920.36,14979.96,12825.95,13308.06,429782.08999999997,3.4418e+17,-10.800838366458908
2018-01-12,0.09745079897714003,54809,9687,18931,18638,-0.41042503974702593,0.4539660033836621,34845,7553,13308.06,14129.08,12851.91,13841.19,287371.1,3.1402e+17,4.006068502847149
2018-01-13,0.11562137350403145,42915,6718,14619,14715,-0.40936204080053235,0.4728858756961342,26653,6863,13841.19,14595.04,13830.28,14243.12,313355161.53,4.8586e+17,2.9038688147478675
2018-01-14,0.09899912844846338,40320,6689,12865,14112,-0.4016530207569662,0.46950212805451597,25013,6654,14244.12,14415.67,13031.91,13638.63,8790000297688785.0,4.0827e+17,-4.244084161335449
2018-01-15,0.08393286807424243,47899,8523,14640,17669,-0.39531021855754894,0.46259868863517367,32211,7067,13638.63,14355.82,13416.71,13631.98,1012715307.0700002,4.9698e+17,-0.04875856299348946
2018-01-16,0.046774976483212424,68998,15607,20744,25432,-0.4337452030174876,0.4676900713598551,42712,7215,13634.6,13648.84,10032.69,11282.49,215754784.70000005,3.0896e+17,-17.23513385436305
2018-01-17,0.052291883381411504,63760,14076,19723,24559,-0.4264610036717257,0.4595420693591132,39133,5402,11121.53,11564.03,9205.38,11162.7,2.90000000005968e+16,1.4131e+17,-1.0617337130367388
2018-01-18,0.07993004094473953,60219,11537,19751,21812,-0.44727735551522346,0.4766050741163328,38718,7119,11162.7,12018.43,10642.33,11175.52,555447.7600000001,1.7412e+17,0.11484676646331682
2018-01-19,0.07740058835104112,54396,10452,17358,19404,-0.42994500210537384,0.46783314853484465,35995,7181,11175.52,11780.49,10867.18,11521.76,1.490000163818398e+16,5.0088e+17,3.098200352198366
2018-01-20,0.10875014542127254,42628,7163,14549,13921,-0.4194052704274513,0.4721301515411093,26704,6995,11521.82,13031.04,11502.11,12783.94,11151556.850000001,5.2388e+17,10.954749968754784
2018-01-21,0.10471515094411507,40449,5978,12856,13726,-0.4283617746874815,0.47052791156989593,24322,7889,12783.54,12787.35,11101.73,11549.93,144593043.95,3.8667e+17,-9.652814390555653
2018-01-22,0.07801913589684399,52717,9689,16318,19210,-0.41794090946433804,0.4665235141348323,35037,7500,11549.98,11913.74,10067.76,10814.52,139264121.6999999,4.3076e+17,-6.3672247364269685
2018-01-23,0.09017598930518876,58020,10778,19517,20237,-0.40864012680201833,0.4606721980628803,39455,7488,10814.52,11388.52,9980.5,10858.23,14958881.959999997,4.2352e+17,0.40417882624470547
2018-01-24,0.10820505283208577,58615,10228,21426,19598,-0.3968890223022046,0.4464028872097486,39459,7363,10853.78,11531.6,10506.55,11429.02,240349758.19,1.9266e+17,5.2567499491169345
2018-01-25,0.10911710865583073,57313,9438,19923,20911,-0.4039778009786059,0.46399141783554776,39142,7041,11428.11,11741.92,10930.34,11175.87,22915492.959999993,3.0814e+17,-2.214975562209176
2018-01-26,0.09343774097086642,37302,6982,11926,13348,-0.42027954451217325,0.49813378793630625,25645,5046,11077.52,11242.36,10346.86,11104.2,293227.58,2.1256e+17,-0.6412923557629124
2018-01-27,0.12057946696100635,40280,6423,13977,14004,-0.43837476902808686,0.49972922933808955,27156,5876,11104.34,11638.69,10879.2,11459.71,674550890.18,3.027e+17,3.2015813836205886
2018-01-28,0.11729460251754227,39412,6503,13345,13237,-0.4223438800389914,0.4973134478113989,26358,6327,11460.39,12064.19,11407.94,11767.74,448706537.8200001,4.2112e+17,2.687938874543949
2018-01-29,0.07894365619492635,36270,6113,10896,13441,-0.4531605392153447,0.47730745632587995,24824,5820,11257.69,11420.78,11089.52,11233.95,7390000318919634.0,3.7716e+17,-4.536045153954782
2018-01-30,0.07648150055392047,54193,9344,15930,20699,-0.42947555347457755,0.4740305480614205,35933,8220,11234.32,11263.7,9871.21,10107.26,440056533.28999996,3.7163e+17,-10.029330734069497
2018-01-31,0.07047489568593468,55502,9808,16735,20334,-0.4515651358387281,0.4655016201573177,37223,8625,10107.4,10377.96,9698.13,10226.86,377110.74999999994,2.4844e+17,1.1833078401070063
2018-02-01,0.047383210703875786,61412,13978,18588,21456,-0.44083554222367205,0.46895116463591296,39206,7390,10205.43,10280.84,8726.95,9114.72,3.6900003722563976e+16,3.7424e+17,-10.874696632201875
2018-02-02,0.04635052246636927,71403,16373,21990,25210,-0.4324523683618908,0.4611498613539701,45556,7830,9114.73,9147.93,8065.59,8870.82,1.2140004502388152e+16,1.34138e+17,-2.6758913054926503
2018-02-03,0.08454596671213538,48664,9187,15938,17358,-0.43342889955507297,0.47546989608474693,32356,6181,8872.87,9504.37,8194.68,9251.27,39867364165.9,1.5871e+17,4.2887805185992
2018-02-04,0.09371751334754759,44837,8336,14925,15524,-0.419647692343734,0.47634989032151176,29170,6052,9251.27,9400.99,7889.83,8218.05,121489615.45,4.2604e+17,-11.168412553087315
2018-02-05,0.07001888058824642,49238,11658,17648,15312,-0.4061416597538705,0.44951682039323304,29762,4620,8218.05,8367.27,6736.82,6937.08,625525.22,1.0643e+17,-15.587274353405
2018-02-06,0.05141449530984935,103610,19926,29597,48134,-0.4329935665979725,0.4626827524377601,65887,5953,6936.43,7932.38,5968.36,7701.25,1262258.64,2.8327e+17,11.015729961309372
2018-02-07,0.08567939192579524,79556,12435,23393,36103,-0.4115178379098921,0.48180951385588044,54795,7625,7701.25,8572.68,7208.86,7592.72,4511584201.39,1.54648e+17,-1.409251744846618
2018-02-08,0.08802762359229173,73966,10599,21400,32445,-0.4246941703338806,0.47453716765078185,50143,9521,7593.78,8643.94,7590.48,8260.69,613839.9899999999,1.7711e+17,8.797506032093905
2018-02-09,0.07848871281703328,70431,11192,20045,29891,-0.41469706702773745,0.47167522404848977,48476,9303,8259.26,8740.51,7775.36,8696.83,1.9600000349610212e+16,1.3579e+17,5.279704237781591
2018-02-10,0.07665873617666712,58622,9109,16211,25483,-0.4251026211846005,0.47817794078334575,40288,7819,8696.83,9081.49,8176.25,8569.29,549873.89,2.6633e+17,-1.466511361036138
2018-02-11,0.08636435253897182,55630,7012,15098,25306,-0.42501070978578337,0.4688238476403906,37858,8214,8569.32,8573.35,7862.31,8084.61,687566746.33,1.3541e+17,-5.656011174788123
2018-02-12,0.10008611681005149,66722,8103,19292,30188,-0.4102008837719205,0.4716423273337837,46687,9139,8084.61,8997.34,8084.41,8911.27,1.6500002316744928e+16,5.7059e+17,10.225106715104392
2018-02-13,0.10330398177805354,53838,8358,17777,19736,-0.41816885174509005,0.4617729658984649,36570,7967,8911.17,8955.15,8379.35,8544.69,1086455013.0900004,5.5843e+17,-4.113667299947144
2018-02-14,0.09758382336225253,62483,8493,18453,27809,-0.42953783432138637,0.48783879452812295,41956,7728,8621.23,9508.22,8618.42,9485.64,1.340000034622373e+16,5.1729e+17,11.012102252978151
2018-02-15,0.0796404754662284,67030,9966,19455,29583,-0.44243524482887503,0.47262732780074973,45797,8026,9485.64,10223.58,9363.38,10033.75,671729.8200000001,1.42796e+17,5.778313324140494
2018-02-16,0.09831137508277374,67375,9052,19615,29542,-0.4419097762256104,0.49677414366178924,47140,9166,10033.75,10303.14,9720.38,10188.73,46384306746.56999,1.5181e+17,1.5445870188115052
2018-02-17,0.1073480755276875,55052,6059,15271,24610,-0.4308667316422687,0.4944201661154764,37505,9112,10188.73,11119.45,10074.07,11097.21,1.4500000198896728e+16,1.21336e+17,8.916518545490938
2018-02-18,0.08095937583794253,28922,4778,8593,10404,-0.4260925254033596,0.47615650226186346,19179,5147,11097.21,11131.93,10161.01,10417.23,1.400000000043766e+16,7.635e+16,-6.127486097857027
2018-02-19,0.10468975018592809,32007,5079,10339,11611,-0.41906406171580746,0.47865308276396606,22214,4978,10846.15,11265.96,10740.28,11182.28,12225767.589999998,2.9129e+17,7.344082832000454
2018-02-20,0.11148000386116168,49938,7731,17492,17573,-0.4230064717819419,0.45886927363840385,33977,7142,11182.28,11802.23,11130.95,11256.43,551013.1799999999,5.6339e+17,0.663102694620421
2018-02-21,0.10483123127761289,47300,6990,15576,17690,-0.4015103363232475,0.4554254621707497,32282,7044,11256.78,11295.58,10256.21,10481.66,44046721845.509995,8.2216e+16,-6.882910478721948
2018-02-22,0.08810468641697722,47121,8007,15115,16857,-0.44490455053922284,0.46837373930644083,32425,7142,10481.66,10941.57,9757.19,9847.96,13334702702.769999,1.33819e+17,-6.045798089233967
2018-02-23,0.1108868191920445,42578,6210,14022,16150,-0.40132644276133017,0.4689526062647808,29941,6196,9847.96,10420.67,9604.0,10175.51,176595626.31000003,1.11264e+17,3.3260695616148084
2018-02-24,0.11462246932261176,36495,5234,12091,13245,-0.39794209115227885,0.4598274087370176,25130,5925,10175.51,10528.0,9396.54,9705.73,466686.99000000005,4.7159e+17,-4.616771051279011
2018-02-25,0.13572239875055409,1780,241,667,512,-0.4218663346883468,0.4455911092530669,1172,360,9621.1,9712.72,9570.94,9610.11,25704.510000000002,8.31e+16,-0.9851912220925074
2018-02-26,0.1093106236550471,38127,5328,12719,14373,-0.40889870959446917,0.4523280089461312,26788,5707,9645.96,10457.51,9411.82,10326.5,147106953.55,2.6182e+17,7.454545265350765
2018-02-27,0.09707529960558585,49208,7910,15680,18042,-0.4239200891683164,0.4684613292290239,33938,7576,10326.5,10879.38,10154.24,10594.76,230863874.47,4.48116e+17,2.5977824044932873
2018-02-28,0.0978148058512032,46854,7497,15096,17282,-0.4182584032416279,0.4673151016840405,32385,6979,10594.76,11067.76,10303.14,10334.44,454038.9200000001,2.65533e+17,-2.457063680536409
2018-03-01,0.10027433560289664,44440,6506,13912,16248,-0.42534583917071483,0.4630189102373547,30083,7774,10334.44,11090.3,10247.56,10929.37,396439.62999999995,4.75337e+17,5.756770565216884
2018-03-02,0.01690463510848127,1168,344,294,376,-0.3656758720930227,0.4861693877551016,839,154,11127.77,11138.88,10977.63,11043.12,140542776.0,3550000000000000.0,1.0407736219013586
2018-03-03,0.13169311339341203,3671,523,1226,1168,-0.41953571613944246,0.49444075385169967,2261,754,11326.17,11479.81,11289.81,11465.36,34763.18,1.072e+16,3.823557110671616
2018-03-04,0.0902096179183134,931,161,290,308,-0.4472763975155281,0.4844158620689651,587,172,11417.53,11527.95,11417.34,11527.57,13282.2,3250000000000000.0,0.5425908998932361
2018-03-05,0.0900072623594631,43619,6986,13464,16243,-0.4241510087009628,0.46789791815367293,30378,6926,11503.94,11694.15,11431.55,11440.73,1003013365.2800001,4.1682e+17,-0.7533244213654755
2018-03-06,0.10894040278125343,24445,3758,7953,8683,-0.4093000257570642,0.470971096673589,16452,4051,10968.61,11037.55,10589.28,10699.05,249645.06,1.6184e+17,-6.482803107843649
2018-03-07,0.0790506006858025,19541,3729,5808,7448,-0.38488528253329346,0.4741665912321031,13178,2556,10682.75,10732.93,9653.34,9895.98,5.940000000027473e+16,9.883e+16,-7.5059935227894
2018-03-08,0.08227159714986189,48214,8249,14434,17611,-0.41575562049433895,0.46642039688454434,31371,7920,9928.56,10119.21,9086.85,9312.57,595715.6000000001,1.5858e+17,-5.8954242025549775
2018-03-09,0.07759252719611563,47604,8672,14876,16247,-0.4242926648477352,0.4567384155663592,31298,7809,9316.77,9433.38,8393.45,9279.12,698598.8299999998,1.6184e+17,-0.35919193090627743
2018-03-10,0.07097544207377132,36091,6285,10836,11927,-0.4832807763601415,0.4750944818627724,22992,7042,9252.76,9518.62,8727.43,8797.27,530622926.81999993,3.1928e+17,-5.192841562561967
2018-03-11,0.09608742558634206,36309,5290,10520,12598,-0.4499516639281687,0.4867277143878909,22446,7901,8797.27,9735.64,8484.32,9532.58,604749.75,3.8278e+17,8.358388454600107
2018-03-12,0.08991223155223141,46743,7141,13705,17633,-0.4324934292346652,0.4752395836921219,31363,8264,9543.98,9907.41,8796.52,9122.83,608019419.4,1.21371e+17,-4.298416588163956
2018-03-13,0.10012179335183603,45200,6387,12966,16795,-0.4109696379876841,0.4817686946493261,29854,9052,9142.27,9486.12,8856.65,9153.35,851514094.92,7.4579e+16,0.33454531104932794
2018-03-14,0.06614683230513489,49799,8382,13797,18308,-0.4471673663666913,0.47096092595970496,32443,9312,9160.12,9360.66,8003.27,8233.6,591500.0599999999,3.43972e+17,-10.048233706784949
2018-03-15,0.08119059055966169,48995,8084,14680,17887,-0.4278304086339914,0.4630926645352857,32508,8344,8216.22,8411.7,7698.47,8285.49,645716898.2899998,1.02214e+17,0.6302225029148678
2018-03-16,0.0745258835526149,46845,8830,14485,16539,-0.41402201671486044,0.45793724990932877,32717,6991,8267.95,8616.63,7924.11,8321.5,160558986.67,4.4059e+17,0.43461521286007887
2018-03-17,0.09423051561030955,37836,5674,10964,14462,-0.4061572986738551,0.47777610979044843,25488,6736,8283.23,8339.48,7785.97,7883.45,1493012123.0699997,4.9727e+17,-5.2640749864808045
2018-03-18,0.08495984119763608,37813,6447,11726,13542,-0.4245167035592286,0.4675178502164532,24116,6098,7882.67,8299.86,7318.46,8215.4,737427.4599999997,3.40919e+17,4.210719925920747
2018-03-19,0.09192717402573193,44084,7568,13678,16338,-0.3880516880885205,0.4665251965229269,30755,6499,8215.5,8725.6,8129.66,8623.14,747639867.39,1.7594e+17,4.963118046595416
2018-03-20,0.08671092143291038,41824,7333,13244,15041,-0.4310851883285247,0.4725877750315561,29188,6206,8623.14,9056.23,8339.8,8920.71,381133400.66999996,3.11514e+17,3.45083113575797
2018-03-21,0.07847241126707521,45757,7683,13576,17495,-0.4348738773754515,0.47360515823986815,31837,7003,8920.53,9184.51,8778.69,8934.95,1723689165.1100001,3.00232e+17,0.15962854974549412
2018-03-22,0.08966722665838528,41612,6628,12845,15758,-0.42603837219575486,0.4666596478864263,28699,6381,8911.37,9107.0,8500.88,8724.98,1923082417.2800002,5.5517e+17,-2.3499851705941377
2018-03-23,0.08782642888951908,37476,5852,10846,14360,-0.40147959531771354,0.4715239466392909,25497,6418,8724.98,8888.07,8307.58,8880.79,598264262.69,2.15619e+17,1.7857920591222154
2018-03-24,0.11582230671020181,32619,3790,9574,13075,-0.38842679576637923,0.4733801510571544,21491,6180,8935.51,9036.23,8592.25,8605.27,3350194847.29,6.01773e+17,-3.1024266985256954
2018-03-25,0.12490993808354992,29409,3469,9132,10857,-0.3955856204261578,0.4720762111497692,19285,5951,8548.39,8690.36,8395.85,8480.04,2094178118.81,2.91879e+17,-1.4552710141575997
2018-03-26,0.10010742732642887,37045,5519,11645,13818,-0.427791115311202,0.4726173809707965,25195,6063,8472.56,8521.04,7869.27,8152.2,263086583.12999997,5.31244e+17,-3.8660194999080355
2018-03-27,0.10853584422835051,37855,5445,12262,13826,-0.4191922202396659,0.4645496578964216,25527,6322,8152.18,8226.24,7752.3,7818.95,2399992841.2400002,5.79863e+17,-4.0878535855351945
2018-03-28,0.09775577973495984,37419,5416,11574,13864,-0.44162515260704877,0.4702610700789955,24951,6565,7808.42,8115.99,7752.6,7949.13,6881192492.969999,4.509e+17,1.6649294342590881
2018-03-29,0.08064179992992483,39998,6790,11936,14461,-0.4326466467159326,0.46972468697062025,25726,6811,7959.78,7983.77,6927.11,7106.62,285501482.23999995,4.9177e+17,-10.59876992828146
2018-03-30,0.0803715690890948,39220,7033,12043,14073,-0.4231310448294854,0.4677548329793027,25413,6071,7106.62,7280.27,6595.26,6853.76,207592721.16,1.39012e+17,-3.5580909067883137
2018-03-31,0.08947995263268792,31121,4989,9341,10899,-0.4314314551254907,0.47153992217407903,20245,5892,6853.75,7228.4,6806.34,6946.36,530249519.85,2.0685e+17,1.351083201045844
2018-04-01,0.09351742383980664,30870,4773,9669,10784,-0.4268101880809812,0.4561984443898046,20023,5644,6943.77,7056.22,6463.54,6815.15,1137699583.15,6.56811e+17,-1.888902965006134
2018-04-02,0.10404623678699487,36501,5252,11626,13902,-0.432212282149687,0.4737415573429842,25383,5721,6835.58,8218.66,6792.3,7074.6,14723796490.21,3.2844e+17,3.8069594946553043
2018-04-03,0.09459993084683915,27237,4738,8553,9802,-0.4239670012344652,0.4885738028294809,18978,4144,7353.98,7528.97,7297.16,7438.36,358748.00999999995,4.0227e+17,5.141774799988674
2018-04-04,0.09719250639887161,36284,5361,11245,13679,-0.44573383197724525,0.4750336948925687,24299,5999,7434.3,7442.42,6727.09,6815.5,533250.0199999999,3.5097e+17,-8.3736199915035
2018-04-05,0.07364703846522465,38237,6612,11211,14209,-0.4385567861657642,0.469598619449526,25648,6205,6815.5,6933.66,6602.38,6823.81,21435394925.43,1.3865e+17,0.12192795833028125
2018-04-06,0.08280701993859722,37778,6337,10929,13636,-0.40086475654906767,0.46674376163824616,25037,6876,6790.45,6869.53,6527.07,6633.14,1018446930.04,6.9715e+17,-2.794186825248657
2018-04-07,0.08881452902661376,31524,4865,9713,11390,-0.42379116537503975,0.45316126998696155,20754,5556,6634.86,7083.85,6624.47,6921.33,1077349294.6000001,5.8887e+17,4.3446994937540895
2018-04-08,0.10195227402837861,34563,5386,10995,12411,-0.4249368760516279,0.4770624211699208,20496,5771,6917.2,7130.14,6911.02,7041.45,29104491882.93,2.1971e+17,1.7355045923254542
2018-04-09,0.10013404513991843,39399,5918,12202,15140,-0.41725953168290814,0.4761939333262211,25180,6139,7049.92,7204.28,6633.69,6787.03,3160632738.15,2.68315e+17,-3.613176263411655
2018-04-10,0.09332042724238342,39156,6868,12243,13875,-0.4191822265977419,0.4874327356132056,25234,6170,6789.53,6922.84,6676.72,6863.53,3691724261.83,4.47588e+17,1.1271498726246998
2018-04-11,0.09532432729701379,39276,5707,11592,15664,-0.4122637635264046,0.47437430065506886,26942,6313,6871.07,6999.37,6839.16,6990.2,2412067617.4899993,3.16734e+17,1.8455517787494102
2018-04-12,0.0929139556207103,46190,7131,13814,18268,-0.40362082861873233,0.47069957769563303,30005,6977,6977.04,7987.82,6791.33,7928.66,489375194.86999995,2.73361e+17,13.42536694229064
2018-04-13,0.0939791336690603,42055,6619,13404,16053,-0.4068271382960467,0.4596622400931701,29184,5979,7927.73,8237.16,7758.8,7894.25,164094350.52000007,1.47709e+17,-0.4339951517658758
2018-04-14,0.10077370217727066,32629,4649,10220,12016,-0.4271471278414052,0.46252381895222155,22237,5744,7898.74,8195.34,7841.19,8009.8,987678885.0800002,5.06238e+17,1.4637235962884354
2018-04-15,0.12081842958080356,32856,3895,10513,12688,-0.4198445143605443,0.4675632071099663,21885,5760,8022.51,8437.03,8021.04,8386.64,2381343828.19,5.18332e+17,4.704736697545497
2018-04-16,0.10605261517110745,38242,5520,11789,14616,-0.4110216444034735,0.4804296376458313,26689,6317,8376.73,8430.93,7929.24,8077.68,981001906545663.4,6.19826e+17,-3.683954479982443
2018-04-17,0.10937404338147354,38158,5169,11902,14259,-0.42860051567537133,0.47275977940058017,25985,6828,8079.77,8187.6,7858.12,7915.33,796106032.1099999,4.7504e+17,-2.009859266522074
2018-04-18,0.06965419997711231,42225,7489,12266,15060,-0.45283234078306234,0.47484024643244394,29055,7410,7921.65,8246.57,7908.92,8181.61,661177991.7099999,3.8637e+17,3.3641048446495514
2018-04-19,0.08617220201203556,40474,6641,11721,14542,-0.4270100796416579,0.4819812012506759,27555,7570,8189.92,8320.98,8136.42,8312.87,661246929.3099998,6.0008e+17,1.604329710167085
2018-04-20,0.11420227023484256,38544,5034,12187,14128,-0.43155087807129755,0.4758260720975278,25475,7195,8301.82,8945.14,8243.49,8877.08,566840550.0200001,5.51944e+17,6.7871866154529
2018-04-21,0.12654592436248743,32870,3957,10283,12127,-0.4135981194171479,0.48236913697062506,21515,6503,8877.15,9047.82,8631.18,8935.72,217803073.84000003,2.20894e+17,0.6605775773114608
2018-04-22,0.12643659015244213,33676,3792,10254,12306,-0.41545917687239226,0.4789666586571777,21021,7324,8935.85,9043.98,8788.44,8823.36,1261745933.0899997,7.94782e+17,-1.257425255043787
